Panji	15.4909	73.8278
Raichur	16.2076	77.3463
Mangalore	12.9141	74.8560
Bellari	15.1394	76.9214
Tirupati	13.6288	79.4192
Kurnool	15.8281	78.0373
Kozhikode	11.2588	75.7804
Bangalore	12.9716	77.5946
Nellore	14.4426	79.9865
Chennai	13.0827	80.2707
